0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.153619 0.997881 1.81897 1.90572 1.7144 1.57999 1.39497 1.25443 1.20719 1.10556 1.11799 1.05336 1.04088 0.991747 1.07301 0.98294 1.02028 1.03436 0.996647 0.984869 0.969416 0.998591 0.955073 0.922554 0.936854 0.913353 0.951493 0.908855 0.907472 0.920715 0.939443 0.932138 0.968707 0.98418 0.983876 0.973795 0.953589 0.961387 0.947013 0.921572 0.924961 0.939381 0.954604 0.941499 0.937448 0.947519 0.979441 0.96593 0.971498 1.00713 0.981585 0.985555 0.995027 1.01268 1.00982 0.983037 0.992464 0.982491 0.991762 0.989934 0.982143 0.974912 0.963888 0.979357 0.985157 0.993578 0.997842 0.998658 1.00373 1.00584 1.00409 1.00447 0.993431 1.00348 0.99096 1.00015 0.993653 0.986219 0.982789 1.00164 0.998548 1.00063 1.01731 1.01507 1.01166 1.00255 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00149671 0.138309 1.04557 2.00917 2.15641 1.98385 1.79712 1.68051 1.5047 1.41221 1.31357 1.32937 1.24286 1.20065 1.14979 1.19254 1.10391 1.08182 1.06098 1.07606 1.0707 1.04296 1.03977 1.0443 1.06693 1.04724 1.01836 1.023 1.05767 0.979779 1.01494 0.992911 1.00846 1.01056 0.993444 1.0065 1.02224 1.00189 1.02808 1.00477 1.00351 0.993536 1.00483 0.969273 0.952922 0.965198 0.999365 1.00042 0.975901 0.977981 0.970459 0.956042 0.970492 0.994755 0.981635 0.985881 0.982348 0.977507 0.981765 0.990091 0.984913 0.984365 1.00559 1.00755 1.01337 0.990826 1.00835 1.01753 1.01621 1.00006 1.0109 1.01309 1.01682 0.996173 0.991206 0.976661 0.964286 0.975901 0.974961 0.99607 0.985728 0.992852 0.992127 0.978997 0.968004 0.974956 0.963898 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00359209 0.150506 1.13051 2.13363 2.79961 2.42819 1.97119 1.69907 1.4798 1.31434 1.28106 1.21791 1.1894 1.15566 1.12034 1.0976 1.11608 1.12805 1.14915 1.12603 1.07756 1.09423 1.11426 1.05806 1.04116 1.03421 1.00654 1.0247 1.04411 1.03202 0.993369 1.02984 1.05596 1.07237 1.04465 1.02668 0.983841 0.978907 0.975915 0.966814 0.974486 0.975658 0.986035 0.975787 0.958931 0.970254 0.982253 0.994337 1.00501 0.999582 0.967576 0.953261 0.943065 0.955928 0.955629 0.980868 0.978268 0.966186 0.948733 0.963623 0.981761 0.957549 0.966218 0.969269 0.977358 0.973475 0.986013 0.987399 0.98261 0.979711 0.985452 1.00109 0.977122 0.978521 0.984427 0.983448 0.978738 0.979759 0.989765 0.987305 0.980871 0.982799 0.97561 0.98068 0.984579 0.983045 0.989059 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.000598682 0.147651 1.06896 2.11058 2.38215 2.06962 1.8871 1.63973 1.41404 1.28901 1.25606 1.21473 1.15365 1.11261 1.04861 1.02557 1.00771 1.05296 1.08254 1.11264 1.09633 1.04934 1.00106 1.01714 1.00192 1.04227 1.01696 1.01624 1.02718 1.05607 1.0486 1.04872 1.02754 1.05432 1.02015 1.03054 1.01511 1.02764 1.03563 1.02669 1.04037 1.02463 1.03949 1.04283 1.03695 1.00311 1.01914 1.01205 0.999004 1.00665 1.01366 1.01137 1.00378 0.989892 0.995567 1.01987 0.992122 1.01649 1.03459 1.02031 1.01144 1.02284 0.997451 1.00901 1.02607 1.01906 1.04088 1.02757 1.01817 1.00844 1.02542 1.01126 1.02178 0.997209 1.00022 1.01203 1.02011 1.00534 1.00646 0.999731 0.991903 0.994704 0.975394 0.971788 0.98408 0.978838 0.981545 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.151284 1.07282 2.28614 2.53645 2.25218 2.01969 1.8236 1.54142 1.39906 1.23531 1.15745 1.08617 1.0516 1.00705 1.00636 0.950957 0.961787 0.976608 1.00367 1.05067 1.02471 0.983997 0.991655 0.98562 0.977099 0.93609 1.00114 0.986336 0.969838 0.954489 0.957109 0.974107 0.986704 1.00293 1.02028 1.02723 1.01439 1.00633 1.00155 1.00111 1.0089 0.993689 0.985037 0.988265 0.986329 1.00512 1.00564 1.00156 0.99764 1.00462 1.00307 1.00281 1.00357 0.975059 0.970132 0.98698 0.997603 0.986441 0.999997 0.990369 0.997798 0.997346 0.990897 0.991552 0.991605 0.988448 0.993749 0.998625 0.983328 0.97915 0.980665 0.99472 0.988033 0.986922 0.986055 0.990982 0.9947 1.02289 1.01197 1.00097 1.01334 1.00185 0.997038 1.01021 0.989757 0.95978 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00119736 0.154138 1.04444 1.98792 2.41939 2.15556 1.8142 1.56702 1.39739 1.3387 1.23709 1.24891 1.20434 1.13965 1.13045 1.06972 1.09563 1.10669 1.02847 1.0695 1.07129 1.07887 1.08529 1.01615 1.00122 1.03417 1.0099 0.98104 0.995843 0.98549 0.975429 0.963834 0.958606 0.969287 0.95641 0.964154 0.985735 0.988623 1.00086 1.0119 1.02004 0.979682 0.989401 0.989157 0.988678 0.997174 1.04039 1.04046 1.03854 1.02723 0.987202 0.962864 0.978036 0.992262 0.973861 0.965921 0.968698 0.98145 0.982865 0.954984 0.982882 0.978042 0.99095 1.00974 1.00931 0.987318 0.992947 0.97826 0.960285 0.964524 0.974853 0.98548 0.971814 0.983328 0.98452 0.990222 0.983078 0.991321 1.00181 1.00843 0.992358 0.987456 0.999344 0.995215 0.996665 1.0059 0.987808 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.000598682 0.137531 1.05238 2.09254 2.36434 2.12383 1.9412 1.76439 1.5897 1.43464 1.20893 1.12318 1.08894 1.0917 1.04912 1.10338 1.09513 1.03512 1.01142 1.02698 1.03909 1.04571 1.07018 1.04815 1.02389 1.03561 1.04253 1.05484 1.02928 1.01169 0.991062 1.02783 1.05151 1.04264 1.03718 1.04242 1.02093 1.04992 1.02543 1.01038 1.00275 1.0181 1.01541 1.00389 1.01587 1.04113 1.02886 1.03627 1.00016 0.989131 0.996177 0.997053 1.01191 1.01913 1.00302 0.969061 0.983703 0.976146 0.97694 0.994203 0.994107 0.999086 0.998667 0.999337 0.978176 0.992756 0.970365 0.986472 0.996546 0.992478 0.976465 0.977515 0.975875 0.980906 0.977576 0.982089 0.962358 0.971656 0.972711 0.969801 0.980621 0.98253 0.971397 0.949944 0.964754 0.987591 0.990691 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.131822 1.09417 1.88872 2.07534 1.92119 1.77746 1.66038 1.50364 1.3899 1.28907 1.21682 1.13183 1.13133 1.16148 1.16761 1.10115 1.09778 1.08634 1.12727 1.1115 1.11715 1.15406 1.11652 1.09355 1.10505 1.07895 1.05391 1.09852 1.05786 1.07145 1.0937 1.06648 1.07565 1.04601 1.04979 1.03922 1.01304 1.03481 0.994458 0.992906 1.00399 1.02055 1.04365 1.01932 1.01738 1.02835 1.01081 1.01898 1.03085 1.03746 1.03305 1.05116 1.04095 1.02489 1.02773 1.01018 1.00897 1.00381 1.01195 1.00941 1.00953 1.01865 1.0006 0.999076 0.990454 1.00053 0.981082 0.988518 0.979319 0.994955 0.990861 0.992838 0.991913 1.01239 1.00711 1.02174 0.998698 0.998801 1.0039 1.00052 1.00243 1.007 0.984689 0.984516 0.971946 0.979351 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.151803 1.01628 1.94403 2.1687 1.99405 1.77674 1.58702 1.42714 1.34668 1.28017 1.21609 1.17992 1.13188 1.16415 1.10694 1.07199 1.06451 1.07622 1.06408 1.05169 1.0708 1.07355 1.04057 1.02691 1.01326 1.046 1.04596 1.02905 1.05562 1.03741 1.00327 1.01671 1.00485 0.999201 0.98745 1.02042 1.00005 1.00944 1.00351 1.01314 0.994216 0.977494 0.969051 0.981547 0.98306 0.995974 0.980992 0.985916 0.986127 0.993036 1.01306 1.0082 1.01556 1.05539 1.03897 1.03239 1.00221 1.02122 1.02652 1.0462 1.04533 1.02713 1.01491 1.01738 1.01106 1.01545 1.0184 1.01562 1.01454 1.01278 1.01965 1.02727 1.00402 1.01634 1.00371 1.01733 1.01582 1.0169 1.00728 1.00087 1.00764 0.994389 0.998315 0.990625 0.990077 0.983882 
0 0 0 0 0 0 0 0 0 0 0 0 0 0.00239473 0.157771 1.05556 1.97289 2.03846 1.90748 1.65347 1.53209 1.49101 1.27467 1.19519 1.15109 1.08223 1.03723 1.02559 1.03438 1.01461 1.02873 1.0623 1.06661 1.03005 1.02279 1.01522 0.988788 0.971688 0.981517 0.969076 0.931795 0.975751 0.976727 0.959191 0.955483 0.966831 0.972493 0.979366 0.953783 0.954216 0.935805 0.963341 0.967349 0.990523 0.998222 0.986797 0.993671 1.00504 0.996983 1.0214 1.00841 0.997344 1.00989 1.01993 1.00511 0.993251 0.970454 0.998022 0.979832 1.00098 0.991453 1.00171 1.01289 0.994329 1.01862 1.00165 0.983939 0.990062 1.00013 0.9992 0.98787 0.983572 0.997714 1.01783 0.993927 0.993637 0.999828 1.01293 1.01203 1.00203 0.995926 1.00887 0.996408 1.00338 0.999581 0.989266 0.985691 0.972781 0.983259 0.973739 
