           1     1.16861     1.16861           0
           2     1.20338     1.18599   0.0122924
           3     1.22425     1.19875   0.0132505
           4     1.20471     1.20024   0.0100214
           5     1.21633     1.20346  0.00851843
           6     1.20429      1.2036  0.00709983
           7      1.2103     1.20455  0.00614992
           8     1.19822     1.20376   0.0054319
           9     1.19739     1.20305  0.00487429
          10     1.18577     1.20133  0.00468329
          11      1.2041     1.20158   0.0042643
          12      1.2169     1.20285  0.00409564
          13     1.19883     1.20254  0.00379226
          14      1.1851      1.2013  0.00372044
          15     1.18429     1.20016  0.00364113
          16     1.18666     1.19932  0.00351007
          17     1.20823     1.19984  0.00334248
          18     1.24093     1.20213  0.00385831
          19     1.18502     1.20123  0.00375881
          20     1.19137     1.20073  0.00360302
          21     1.19567     1.20049  0.00343951
          22     1.21665     1.20123  0.00336069
          23     1.21023     1.20162  0.00323729
          24     1.22025      1.2024  0.00319415
          25     1.24476     1.20409  0.00348702
          26     1.22157     1.20476  0.00341709
          27     1.21614     1.20518  0.00331639
          28     1.21812     1.20565  0.00322995
          29      1.2192     1.20611  0.00315222
          30     1.17853     1.20519  0.00317838
          31     1.19279     1.20479  0.00310094
          32     1.19382     1.20445  0.00302292
          33     1.21898     1.20489  0.00296321
          34     1.20734     1.20496  0.00287693
          35     1.18743     1.20446  0.00283801
          36     1.20264     1.20441  0.00275963
          37     1.16379     1.20331  0.00289517
          38     1.18752      1.2029  0.00284866
          39     1.21223     1.20314  0.00278565
          40     1.21885     1.20353  0.00274356
          41     1.20246      1.2035  0.00267677
          42     1.16456     1.20258  0.00276895
          43     1.19813     1.20247  0.00270649
          44     1.20103     1.20244  0.00264517
          45     1.19636     1.20231  0.00258984
          46     1.20921     1.20246  0.00253788
          47     1.20265     1.20246  0.00248389
          48     1.19145     1.20223  0.00244272
          49      1.1822     1.20182  0.00242684
          50      1.1912     1.20161  0.00238758
