           1     1.10116     1.10116           0
           2         1.1     1.10058 0.000411786
           3     1.10393      1.1017 0.000952636
           4     1.10602     1.10278  0.00117736
           5     1.10913     1.10405  0.00147534
           6     1.11869     1.10649  0.00254456
           7     1.13089     1.10998  0.00389483
           8     1.09274     1.10782   0.0039593
           9     1.11049     1.10812  0.00353049
          10     1.10237     1.10754  0.00322392
          11     1.11062     1.10782  0.00294293
          12     1.09812     1.10701  0.00280653
          13     1.09874     1.10638  0.00266177
          14     1.11485     1.10698  0.00253954
          15     1.10356     1.10675  0.00238049
          16     1.09661     1.10612  0.00231461
          17     1.10539     1.10608  0.00217885
          18      1.1476     1.10838  0.00304302
          19     1.10987     1.10846  0.00288386
          20     1.10961     1.10852  0.00274024
          21      1.0983     1.10803  0.00265263
          22     1.11035     1.10814  0.00253415
          23     1.11161     1.10829  0.00242846
          24      1.1132     1.10849  0.00233587
          25     1.09949     1.10813  0.00227004
          26     1.11212     1.10829  0.00218791
          27     1.10588      1.1082  0.00210869
          28     1.12832     1.10892  0.00215232
          29      1.1012     1.10865  0.00209449
          30     1.11279     1.10879  0.00202921
          31     1.12337     1.10926  0.00201755
          32     1.12196     1.10966  0.00199319
          33      1.1079      1.1096   0.0019335
          34     1.08946     1.10901  0.00196533
          35     1.09466      1.1086  0.00195147
          36     1.13037      1.1092  0.00198876
          37     1.09814     1.10891  0.00195734
          38     1.07815      1.1081  0.00206639
          39     1.10643     1.10805  0.00201385
          40     1.10498     1.10798  0.00196497
          41     1.11798     1.10822  0.00193213
          42     1.10266     1.10809  0.00189065
          43     1.11433     1.10823  0.00185225
          44     1.10912     1.10825  0.00181026
          45     1.11426     1.10839  0.00177495
          46     1.10946     1.10841  0.00173651
          47     1.10136     1.10826  0.00170603
          48     1.11721     1.10845  0.00168064
          49     1.10297     1.10833  0.00165006
          50     1.08792     1.10793   0.0016668
