           1   0.0111065   0.0111065           0
           2   0.0111233   0.0111149 5.95175e-06
           3    0.011074   0.0111012 1.18187e-05
           4   0.0111405   0.0111111 1.22865e-05
           5   0.0111494   0.0111187 1.19861e-05
           6   0.0110866   0.0111134 1.11179e-05
           7   0.0111278   0.0111154 9.71766e-06
           8   0.0111247   0.0111166 8.57135e-06
           9   0.0110685   0.0111113 9.13233e-06
          10   0.0110871   0.0111088 8.53172e-06
          11   0.0111428   0.0111119 8.29439e-06
          12   0.0110968   0.0111107 7.69809e-06
          13   0.0110904   0.0111091 7.26251e-06
          14   0.0110925   0.0111079 6.83998e-06
          15   0.0111641   0.0111117 7.33922e-06
          16   0.0110724   0.0111092 7.27934e-06
          17   0.0111256   0.0111102 6.91453e-06
          18   0.0111095   0.0111101  6.5305e-06
          19   0.0111074     0.01111 6.18835e-06
          20   0.0110974   0.0111094 5.91092e-06
          21   0.0111683   0.0111122 6.25936e-06
          22   0.0111767   0.0111151  6.6256e-06
          23   0.0111396   0.0111162 6.42262e-06
          24    0.011131   0.0111168 6.18451e-06
          25   0.0111367   0.0111176 5.98846e-06
          26   0.0111054   0.0111171 5.77636e-06
          27    0.011116   0.0111171 5.56257e-06
          28   0.0111226   0.0111173 5.36743e-06
          29   0.0111305   0.0111177 5.20183e-06
          30   0.0111046   0.0111173  5.0469e-06
          31   0.0111276   0.0111176 4.89508e-06
          32   0.0111117   0.0111174 4.74565e-06
          33   0.0110286   0.0111147 5.31129e-06
          34   0.0111869   0.0111169 5.56324e-06
          35   0.0111549    0.011118 5.50959e-06
          36   0.0111476   0.0111188 5.41778e-06
          37   0.0110737   0.0111176 5.40655e-06
          38   0.0110748   0.0111164 5.38008e-06
          39   0.0110533   0.0111148 5.47992e-06
          40   0.0111142   0.0111148 5.34294e-06
          41   0.0111217    0.011115 5.21531e-06
          42    0.011181   0.0111165 5.32251e-06
          43    0.011055   0.0111151  5.3875e-06
          44   0.0111121    0.011115 5.26548e-06
          45   0.0111289   0.0111154 5.15746e-06
          46   0.0111191   0.0111154 5.04598e-06
          47   0.0110443   0.0111139 5.16068e-06
          48   0.0111463   0.0111146 5.09713e-06
          49   0.0111634   0.0111156 5.08963e-06
          50   0.0110999   0.0111153  4.9975e-06
