           1     1.81763     1.81763           0
           2     1.78453     1.80108   0.0117025
           3     1.78464      1.7956  0.00899332
           4     1.79305     1.79496  0.00676755
           5      1.7755     1.79107  0.00643649
           6     1.74018     1.78259  0.00941861
           7     1.73339     1.77556    0.010369
           8     1.70929     1.76727   0.0119314
           9     1.78802     1.76958   0.0108261
          10      1.8234     1.77496   0.0110002
          11     1.81249     1.77837    0.010516
          12     1.81875     1.78174   0.0101636
          13     1.76748     1.78064   0.0094408
          14     1.74465     1.77807  0.00910983
          15     1.76864     1.77744  0.00852419
          16     1.74923     1.77568  0.00817179
          17     1.73156     1.77308   0.0080927
          18     1.74314     1.77142  0.00781222
          19     1.76757     1.77122  0.00740367
          20      1.7728      1.7713  0.00703392
          21     1.71173     1.76846  0.00724842
          22     1.71314     1.76594  0.00734217
          23     1.74529     1.76505  0.00707762
          24     1.71133     1.76281  0.00712783
          25     1.72895     1.76145  0.00697021
          26     1.73801     1.76055  0.00676022
          27     1.73478      1.7596  0.00657688
          28     1.76984     1.75996  0.00635216
          29     1.78994       1.761  0.00621668
          30     1.82295     1.76306  0.00634321
          31     1.81613     1.76477  0.00636543
          32     1.80504     1.76603  0.00628963
          33     1.79077     1.76678  0.00614355
          34     1.83685     1.76884  0.00629903
          35     1.86019     1.77145  0.00663771
          36     1.85937     1.77389  0.00688799
          37     1.89407     1.77714  0.00742821
          38     1.89972     1.78037   0.0079021
          39     1.83307     1.78172  0.00781417
          40      1.8444     1.78329  0.00777432
          41      1.8168      1.7841  0.00762755
          42     1.81354      1.7848  0.00747806
          43     1.79731      1.7851   0.0073098
          44      1.7791     1.78496  0.00714494
          45     1.77388     1.78471  0.00699041
          46     1.74596     1.78387  0.00688902
          47     1.69402     1.78196  0.00700265
          48     1.83856     1.78314  0.00695534
          49     1.81434     1.78377  0.00684249
          50     1.75244     1.78315  0.00673429
