           1     1.21175     1.21175           0
           2     1.18968     1.20072  0.00780168
           3     1.18976     1.19706  0.00599554
           4     1.19536     1.19664   0.0045117
           5     1.18367     1.19404  0.00429099
           6     1.16012     1.18839  0.00627908
           7     1.15559      1.1837  0.00691268
           8     1.13953     1.17818  0.00795425
           9     1.19201     1.17972  0.00721738
          10      1.2156     1.18331   0.0073335
          11     1.20833     1.18558  0.00701068
          12      1.2125     1.18782  0.00677576
          13     1.17832     1.18709  0.00629386
          14      1.1631     1.18538  0.00607322
          15     1.17909     1.18496  0.00568279
          16     1.16615     1.18378  0.00544786
          17     1.15437     1.18205  0.00539513
          18     1.16209     1.18095  0.00520815
          19     1.17838     1.18081  0.00493578
          20     1.18187     1.18086  0.00468928
          21     1.14115     1.17897  0.00483228
          22     1.14209      1.1773  0.00489478
          23     1.16353      1.1767  0.00471842
          24     1.14089     1.17521  0.00475189
          25     1.15263      1.1743  0.00464681
          26     1.15867      1.1737  0.00450681
          27     1.15652     1.17306  0.00438458
          28     1.17989     1.17331  0.00423477
          29      1.1933       1.174  0.00414445
          30      1.2153     1.17537  0.00422881
          31     1.21076     1.17652  0.00424362
          32     1.20336     1.17735  0.00419309
          33     1.19385     1.17785   0.0040957
          34     1.22457     1.17923  0.00419935
          35     1.24012     1.18097  0.00442514
          36     1.23958      1.1826    0.004592
          37     1.26271     1.18476  0.00495214
          38     1.26648     1.18691  0.00526806
          39     1.22205     1.18781  0.00520945
          40      1.2296     1.18886  0.00518288
          41      1.2112      1.1894  0.00508503
          42     1.20902     1.18987  0.00498538
          43      1.1982     1.19006   0.0048732
          44     1.18606     1.18997   0.0047633
          45     1.18259     1.18981  0.00466027
          46     1.16397     1.18925  0.00459268
          47     1.12935     1.18797  0.00466844
          48     1.22571     1.18876   0.0046369
          49     1.20956     1.18918  0.00456166
          50     1.16829     1.18877  0.00448952
