           1   -0.425704   -0.425704           0
           2   -0.392585   -0.409144   0.0117094
           3   -0.392856   -0.403715   0.0089772
           4   -0.401155   -0.403075  0.00675567
           5   -0.383605   -0.399181  0.00642964
           6   -0.348274   -0.390697  0.00941789
           7   -0.341354   -0.383648   0.0103805
           8   -0.317238   -0.375346   0.0119497
           9   -0.396018   -0.377643   0.0108405
          10   -0.431392   -0.383018   0.0110086
          11   -0.420565   -0.386431   0.0105237
          12   -0.426786   -0.389794   0.0101698
          13   -0.375437    -0.38869  0.00944729
          14    -0.35254   -0.386108  0.00911854
          15   -0.376651   -0.385477   0.0085324
          16   -0.357189   -0.383709  0.00818026
          17   -0.339422   -0.381104  0.00810328
          18   -0.351207   -0.379443  0.00782147
          19   -0.375753   -0.379249  0.00741222
          20   -0.380815   -0.379327  0.00704203
          21   -0.319693   -0.376488   0.0072567
          22   -0.321167   -0.373973  0.00734963
          23   -0.353301   -0.373074  0.00708482
          24   -0.319419   -0.370839  0.00713364
          25   -0.337082   -0.369488  0.00697491
          26   -0.346152   -0.368591  0.00676415
          27   -0.342923    -0.36764  0.00658009
          28   -0.377844   -0.368004  0.00635517
          29   -0.398013   -0.369039   0.0062197
          30   -0.430996   -0.371104  0.00634599
          31   -0.424316   -0.372821  0.00636919
          32   -0.413119    -0.37408  0.00629342
          33   -0.398982   -0.374835  0.00614778
          34   -0.445084   -0.376901  0.00630461
          35   -0.468348   -0.379514  0.00664385
          36   -0.467464   -0.381957  0.00689387
          37    -0.50239   -0.385212  0.00743636
          38   -0.507935   -0.388441  0.00791093
          39   -0.441163   -0.389793  0.00782274
          40   -0.452449    -0.39136  0.00778241
          41   -0.424782   -0.392175  0.00763517
          42   -0.421548   -0.392874  0.00748534
          43   -0.405417   -0.393166  0.00731695
          44   -0.387225   -0.393031   0.0071519
          45   -0.381888   -0.392783  0.00699725
          46   -0.353894   -0.391938  0.00689602
          47   -0.302053   -0.390025  0.00700947
          48   -0.446607   -0.391204  0.00696185
          49   -0.422311   -0.391839  0.00684866
          50   -0.360411    -0.39121  0.00674046
